military_rank,tax_number,full_name,birth_date,source_unit,specialty_name,specialty_code,specialty_mos_code,category,training_location,start_date,end_date,completion_order_number,completion_certificate_number,notes
старший солдат,3632044582,КУЗЬМЕНКО Руслан Миколайович,06/10/1999,А0501,Снайпер,110,110001,КІБР,222 брез,11/06/2025,01/04/2026,№238 від 04.01.2026,34100,
старший солдат,2588189908,ПАНЧЕНКО Ігор Сергійович,11/10/1970,А2167,Водій,837,837037,КІБР,121 НЦ,11/05/2025,12/25/2025,№62 від 25.12.2025,55010,
сержант,3284762884,МАРТИНЕНКО Анатолій Сергійович,12/06/1989,А4754,Кулеметник,101,101255,КІБР,242 ЦПП,11/16/2025,01/12/2026,№401 від 12.01.2026,26153,
головний сержант,2987058686,ХОТЯНОВИЧ Руслан Богданович,10/12/1981,А0501,Стрілець,100,100915,БЗВП,333 брез,11/12/2025,01/04/2026,№180 від 04.01.2026,57306,
сержант,2908325557,ДЯЧЕНКО Віталій Глібович,08/17/1979,А2167,Сапер,166,166611,КІБР,222 брез,10/08/2025,11/23/2025,№4 від 23.11.2025,96514,
головний сержант,2788486022,КОТОВ Максим Глібович,05/05/1976,А0501,Водій,837,837037,КІБР,333 брез,11/05/2025,12/25/2025,№34 від 25.12.2025,78044,
молодший сержант,3638212695,ПАНЧЕНКО Максим Віталійович,08/11/1999,А4007,Радіотелефоніст,403,403733,КІБР,111 брез,10/08/2025,11/25/2025,№91 від 25.11.2025,65405,
солдат,3211838051,ТИЩЕНКО Анатолій Олександрович,12/08/1987,А1126,Кухар,868,868512,КІБР,222 брез,11/17/2025,01/07/2026,№312 від 07.01.2026,66290,
старший сержант,3209114965,МОРОЗ Василь Григорович,11/11/1987,А1126,Кулеметник,101,101255,КІБР,242 ЦПП,11/16/2025,01/08/2026,№454 від 08.01.2026,72166,
старший сержант,3009897277,ПАВЛЕНКО Максим Андрійович,05/28/1982,А0666,Стрілець,100,100915,БЗВП,242 ЦПП,11/21/2025,01/11/2026,№460 від 11.01.2026,75748,
солдат,3641341924,ШЕВЧЕНКО Костянтин Володимирович,09/11/1999,А4010,Гранатометник,107,107543,КІБР,242 ЦПП,11/12/2025,01/10/2026,№6 від 10.01.2026,97003,
старший солдат,2860134554,ОЛІЙНИК Василь Юрійович,04/22/1978,А4010,Сапер,166,166611,КІБР,121 НЦ,10/07/2025,11/27/2025,№349 від 27.11.2025,56576,
старший сержант,3530630879,МЕЛЬНИК Михайло Іванович,08/30/1996,А4007,Стрілець,100,100915,БЗВП,121 НЦ,10/02/2025,11/25/2025,№150 від 25.11.2025,16082,
головний сержант,3330700433,ВОРОНОВ Валерій Миколайович,03/11/1991,А0998,Бойовий медик,878,878453,КІБР,242 ЦПП,11/13/2025,12/29/2025,№387 від 29.12.2025,25950,
солдат,3779791609,ВОРОНОВ Дмитро Михайлович,06/26/2003,А2167,Механік-водій,121,121223,КІБР,121 НЦ,11/27/2025,01/20/2026,№274 від 20.01.2026,96761,
сержант,3302297330,ЗАЙЦЕВ Віктор Ігорович,05/30/1990,А0666,Сапер,166,166611,КІБР,121 НЦ,10/22/2025,12/12/2025,№330 від 12.12.2025,39839,
головний сержант,3039133634,МАРТИНЕНКО Віталій Степанович,03/17/1983,А1126,Розвідник,106,106642,КІБР,242 ЦПП,11/04/2025,12/23/2025,№310 від 23.12.2025,46900,
старший сержант,3676759600,ЗАЙЦЕВ Руслан Олександрович,08/30/2000,А0501,Стрілець,100,100915,БЗВП,222 брез,10/09/2025,12/08/2025,№133 від 08.12.2025,21690,
старший сержант,3401043418,БОНДАРЕНКО Андрій Петрович,02/11/1993,А1126,Розвідник,106,106642,КІБР,242 ЦПП,10/09/2025,11/24/2025,№396 від 24.11.2025,14804,
старший сержант,3773979164,ДЯЧЕНКО Руслан Петрович,04/29/2003,А1126,Кулеметник,101,101255,КІБР,333 брез,10/19/2025,12/07/2025,№146 від 07.12.2025,82238,
головний сержант,2767237880,МОРОЗ Костянтин Сергійович,10/06/1975,А4007,Снайпер,110,110001,КІБР,222 брез,10/10/2025,12/04/2025,№442 від 04.12.2025,63929,
молодший сержант,3806920199,САВЧЕНКО Андрій Петрович,03/24/2004,А0998,Водій,837,837037,КІБР,222 брез,11/07/2025,12/28/2025,№65 від 28.12.2025,98492,
солдат,2913850042,ГРИЦЕНКО Ігор Олександрович,10/11/1979,А0666,Заряджаючий,113,113251,КІБР,111 брез,10/06/2025,11/29/2025,№383 від 29.11.2025,84977,
сержант,2838072087,ВОРОНОВ Ігор Миколайович,09/13/1977,А0139,Сапер,166,166611,КІБР,333 брез,10/05/2025,11/28/2025,№223 від 28.11.2025,98999,
головний сержант,2609421448,КОЗАК Петро Анатолійович,06/11/1971,А0139,Сапер,166,166611,КІБР,222 брез,10/04/2025,11/27/2025,№278 від 27.11.2025,17938,
солдат,3045275396,МАРТИНЕНКО Микола Ігорович,05/17/1983,А4754,Механік-водій,121,121223,КІБР,121 НЦ,11/24/2025,01/16/2026,№423 від 16.01.2026,34723,
солдат,2834487471,ПАВЛЕНКО Дмитро Глібович,08/08/1977,А4754,Розвідник,106,106642,КІБР,121 НЦ,11/19/2025,01/07/2026,№13 від 07.01.2026,75793,
молодший сержант,3755838192,ДОВЖЕНКО Денис Петрович,10/30/2002,А1126,Гранатометник,107,107543,КІБР,121 НЦ,11/14/2025,01/02/2026,№127 від 02.01.2026,10729,
сержант,3172040514,ВОРОНОВ Анатолій Віталійович,11/05/1986,А4010,Розвідник,106,106642,КІБР,333 брез,10/15/2025,11/29/2025,№166 від 29.11.2025,52419,
головний сержант,3141660754,КОЗАК Павло Сергійович,01/05/1986,А7014,Оператор БПЛА,212,212720,КІБР,111 брез,11/21/2025,01/18/2026,№257 від 18.01.2026,63257,
старший сержант,3460965713,КРАВЧЕНКО Денис Богданович,10/03/1994,А7014,Бойовий медик,878,878453,КІБР,111 брез,10/26/2025,12/24/2025,№197 від 24.12.2025,54995,
молодший сержант,2965845964,МЕЛЬНИК Денис Сергійович,03/14/1981,А1126,Механік-водій,121,121223,КІБР,222 брез,11/07/2025,12/29/2025,№247 від 29.12.2025,19277,
солдат,3159658946,КРАВЧЕНКО Богдан Юрійович,07/04/1986,А1126,Снайпер,110,110001,КІБР,333 брез,10/11/2025,12/03/2025,№377 від 03.12.2025,17082,
старший солдат,2571777445,ГРИЦЕНКО Віктор Олегович,05/30/1970,А0139,Радіотелефоніст,403,403733,КІБР,121 НЦ,10/09/2025,11/27/2025,№3 від 27.11.2025,10477,
молодший сержант,3447639214,МОРОЗ Денис Іванович,05/23/1994,А7014,Гранатометник,107,107543,КІБР,111 брез,10/04/2025,11/30/2025,№84 від 30.11.2025,74664,
солдат,3653972807,БОНДАРЕНКО Сергій Олегович,01/15/2000,А2167,Сапер,166,166611,КІБР,111 брез,11/20/2025,01/09/2026,№291 від 09.01.2026,40193,
старший солдат,2608625665,ПАВЛЕНКО Гліб Сергійович,06/03/1971,А0666,Кухар,868,868512,КІБР,333 брез,11/26/2025,01/17/2026,№187 від 17.01.2026,70095,
головний сержант,3099593010,ГЕРАСИМЕНКО Володимир Глібович,11/10/1984,А0666,Розвідник,106,106642,КІБР,121 НЦ,10/25/2025,12/12/2025,№313 від 12.12.2025,29408,
старший сержант,2941887420,КОРШЕВНЮК Максим Степанович,07/17/1980,А4754,Оператор БПЛА,212,212720,КІБР,333 брез,10/02/2025,11/25/2025,№17 від 25.11.2025,24636,
солдат,3202348096,КОЗАК Ігор Петрович,09/04/1987,А0501,Стрілець,100,100915,БЗВП,121 НЦ,11/18/2025,01/16/2026,№32 від 16.01.2026,51286,
головний сержант,3255380928,ХОТЯНОВИЧ Віталій Юрійович,02/15/1989,А4007,Заряджаючий,113,113251,КІБР,121 НЦ,10/28/2025,12/20/2025,№47 від 20.12.2025,11230,
солдат,3565635424,БІЛОУС Дмитро Миколайович,08/15/1997,А4010,Розвідник,106,106642,КІБР,242 ЦПП,10/08/2025,12/07/2025,№236 від 07.12.2025,58899,
сержант,2921988560,МЕЛЬНИК Олег Степанович,12/31/1979,А4754,Механік-водій,121,121223,КІБР,222 брез,11/21/2025,01/08/2026,№384 від 08.01.2026,80152,
солдат,3810224589,ПОЛІЩУК Павло Володимирович,04/26/2004,А2167,Сапер,166,166611,КІБР,222 брез,11/23/2025,01/22/2026,№435 від 22.01.2026,39938,
солдат,3400705738,КОТОВ Андрій Богданович,02/08/1993,А0501,Телеграфіст,402,402721,КІБР,111 брез,10/25/2025,12/20/2025,№230 від 20.12.2025,79913,
старший солдат,3703618957,ПАВЛЕНКО Юрій Сергійович,05/26/2001,А4007,Телеграфіст,402,402721,КІБР,333 брез,11/01/2025,12/27/2025,№360 від 27.12.2025,85714,
молодший сержант,3327687216,МЕЛЬНИК Володимир Сергійович,02/08/1991,А0666,Сапер,166,166611,КІБР,222 брез,10/18/2025,12/16/2025,№326 від 16.12.2025,52673,
головний сержант,2703986971,МОРОЗ Павло Михайлович,01/11/1974,А0139,Розвідник,106,106642,КІБР,121 НЦ,11/03/2025,12/28/2025,№467 від 28.12.2025,73598,
солдат,3638231120,ШЕВЧЕНКО Андрій Петрович,08/11/1999,А0998,Водій,837,837037,КІБР,242 ЦПП,10/05/2025,11/24/2025,№137 від 24.11.2025,68915,
молодший сержант,3110691693,ЯКОВЕНКО Роман Григорович,03/01/1985,А0501,Радіотелефоніст,403,403733,КІБР,222 брез,10/21/2025,12/20/2025,№475 від 20.12.2025,67676,
солдат,3395296000,ЛИТВИН Валерій Валерійович,12/15/1992,А0666,Снайпер,110,110001,КІБР,242 ЦПП,10/04/2025,11/29/2025,№6 від 29.11.2025,56962,
молодший сержант,2576776669,ТИЩЕНКО Микола Петрович,07/19/1970,А2167,Заряджаючий,113,113251,КІБР,121 НЦ,11/10/2025,12/28/2025,№221 від 28.12.2025,20225,
головний сержант,2887302299,МАРТИНЕНКО Вадим Олегович,01/19/1979,А4010,Гранатометник,107,107543,КІБР,242 ЦПП,10/06/2025,11/29/2025,№382 від 29.11.2025,89333,
сержант,3535471120,МОРОЗ Сергій Григорович,10/17/1996,А0501,Гранатометник,107,107543,КІБР,111 брез,10/16/2025,12/07/2025,№125 від 07.12.2025,49253,
сержант,3354884906,ГРИЦЕНКО Руслан Богданович,11/07/1991,А1126,Бойовий медик,878,878453,КІБР,242 ЦПП,10/20/2025,12/06/2025,№147 від 06.12.2025,24195,
молодший сержант,3672458327,ДОВЖЕНКО Юрій Сергійович,07/18/2000,А0501,Механік-водій,121,121223,КІБР,242 ЦПП,11/11/2025,01/02/2026,№432 від 02.01.2026,20597,
старший сержант,3477357039,ХОТЯНОВИЧ Костянтин Іванович,03/16/1995,А0998,Гранатометник,107,107543,КІБР,222 брез,10/27/2025,12/14/2025,№283 від 14.12.2025,43398,
головний сержант,2949841390,ПОЛІЩУК В'ячеслав Богданович,10/05/1980,А7014,Водій,837,837037,КІБР,121 НЦ,11/23/2025,01/14/2026,№122 від 14.01.2026,24073,
головний сержант,3542101344,СИДОРЕНКО Михайло Олегович,12/23/1996,А1126,Бойовий медик,878,878453,КІБР,121 НЦ,11/07/2025,01/04/2026,№434 від 04.01.2026,22439,
головний сержант,3567238733,ОЛІЙНИК Олександр Ігорович,08/31/1997,А7014,Гранатометник,107,107543,КІБР,333 брез,11/17/2025,01/03/2026,№147 від 03.01.2026,12922,
старший солдат,2852003023,САВЧЕНКО Вадим Олегович,01/31/1978,А0666,Телеграфіст,402,402721,КІБР,242 ЦПП,10/20/2025,12/19/2025,№345 від 19.12.2025,63879,
головний сержант,3279481481,ГРИЦЕНКО Анатолій Віталійович,10/14/1989,А4754,Кулеметник,101,101255,КІБР,111 брез,10/24/2025,12/09/2025,№431 від 09.12.2025,34260,
солдат,2768172823,ДОВЖЕНКО Віталій Юрійович,10/15/1975,А7014,Бойовий медик,878,878453,КІБР,222 брез,10/08/2025,12/06/2025,№274 від 06.12.2025,62502,
головний сержант,3033101846,БІЛОУС Максим Глібович,01/16/1983,А4007,Телеграфіст,402,402721,КІБР,333 брез,11/12/2025,01/07/2026,№181 від 07.01.2026,77793,
сержант,3059613072,КОЗАК Костянтин Юрійович,10/08/1983,А4007,Телеграфіст,402,402721,КІБР,121 НЦ,11/20/2025,01/08/2026,№101 від 08.01.2026,25407,
старший сержант,2652068133,ТКАЧУК В'ячеслав Олександрович,08/10/1972,А0139,Розвідник,106,106642,КІБР,242 ЦПП,10/12/2025,11/26/2025,№318 від 26.11.2025,35257,
солдат,3175740707,КРАВЧЕНКО Анатолій Олегович,12/12/1986,А1126,Заряджаючий,113,113251,КІБР,222 брез,11/01/2025,12/30/2025,№253 від 30.12.2025,88929,
